dataset,filename,description,category_id,category,overall_score,background_cleanliness,text_watermark_score,product_prominence,commercial_appeal,bg_class,needs_bg_replacement,reason
bg60k,13152.png,Leather bed,41,couch and cushions,8.75,8,10,9,8,lifestyle,False,"The product is set against a soft, abstract beige and white curved backdrop."
bg60k,41557.png,Leather bed,41,couch and cushions,9.25,10,10,9,8,plain,False,"The product is set against a gradient white to light grey background, creating a soft, studio-like effect."
bg60k,9515.png,latex mattress,41,couch and cushions,7.5,6,9,8,7,lifestyle,False,"The product is staged in a bedroom setting with a bed, bedside table, lamp, chair, rug, and wall decor."
bg60k,23016.png,fabric sofa,41,couch and cushions,8.5,7,10,8,9,lifestyle,False,"The product is staged in a modern living room setting with a sofa, plants, shelving, and natural light coming from a window."
bg60k,55318.png,Sheets or fitted sheets,41,couch and cushions,7.75,6,10,8,7,lifestyle,False,"The product is displayed on a bed in a bedroom setting with a nightstand, lamp, and wall decor visible in the background."
bg60k,39978.png,Other outdoor furniture,41,couch and cushions,7.75,6,10,8,7,lifestyle,False,The product is set on a tiled patio with a stone wall and steps visible in the background.
bg60k,12413.png,solid wood bed,41,couch and cushions,7.75,6,10,8,7,lifestyle,False,The product is shown in a styled bedroom setting with a city view visible through a window.
bg60k,38710.png,seat cushion,41,couch and cushions,7.25,4,10,9,6,lifestyle,True,The busy and stylised background distracts from the car seat cover and reduces its visual impact.
bg60k,28082.png,Sheets or fitted sheets,41,couch and cushions,8.25,7,10,8,8,lifestyle,False,The product is displayed on a bed in a styled bedroom setting with furniture and decor visible in the background.
bg60k,32355.png,Leather sofa,41,couch and cushions,8.75,9,10,9,7,plain,False,"The background is a gradient of grey and white, resembling a blurred, abstract surface."
bg60k,39411.png,laptop bag,42,laptop,8.5,8,10,9,7,lifestyle,False,"The product is displayed on a light grey, slightly textured surface with other desk accessories."
bg60k,20770.png,Chassis,42,laptop,8.25,6,10,9,8,lifestyle,False,"The product is set against a vibrant, abstract background of swirling purple and blue light streaks."
bg60k,39042.png,notebook,42,laptop,8.5,7,10,9,8,lifestyle,False,"The background features an abstract, futuristic design with swirling blue and purple gradients and a circuit board-like pattern."
bg60k,7453.png,docking station,42,laptop,8.0,6,10,9,7,lifestyle,False,"The background is a blurred, abstract blue gradient with a faint suggestion of an office environment visible through the blur."
bg60k,60946.png,Tablet accessories,42,laptop,8.5,8,10,9,7,plain,False,The product is displayed against a light grey gradient background with a blurred suggestion of a room interior including a white shelf and a small plant.
bg60k,21115.png,monitor,42,laptop,8.5,7,10,9,8,lifestyle,False,"The product is set against a dark, textured wall and a minimalist desk with a keyboard and plant."
bg60k,11422.png,notebook,42,laptop,9.25,10,10,9,8,plain,False,"The background is a gradient of dark grey tones, creating a subtle and modern backdrop."
bg60k,59124.png,printer,42,laptop,8.25,7,10,9,7,lifestyle,False,"The printer is placed on a small table in front of a grey sofa, suggesting a home office or living room setting."
bg60k,17157.png,monitor,42,laptop,8.5,7,10,9,8,lifestyle,False,"The background depicts a futuristic, high-tech corridor with red and blue lighting and abstract geometric patterns."
bg60k,11944.png,heat sink,42,laptop,9.25,10,10,9,8,plain,False,The product is set against a completely black background with a subtle reflection underneath.
bg60k,46116.png,Desktop,42,laptop,8.0,6,10,9,7,lifestyle,False,"The product is set on a textured surface with a blurred, industrial-style background featuring metal structures and colour gradients."
bg60k,2239.png,notebook,42,laptop,8.5,7,10,9,8,lifestyle,False,"The background is a gradient of pastel blue and purple with abstract, flowing ribbon-like shapes."
bg60k,16731.png,Chassis,42,laptop,6.5,9,1,9,7,plain,False,The large text overlay significantly detracts from the product's presentation and reduces purchase confidence.
bg60k,7655.png,notebook,42,laptop,8.75,8,10,9,8,lifestyle,False,"The product is set on a white surface with a softly blurred, pastel-toned abstract background featuring vases and decorative objects."
bg60k,4397.png,second hand notebook,42,laptop,6.5,8,2,9,7,lifestyle,False,The prominent text overlay on the laptop screen significantly detracts from the product's presentation.
bg60k,16156.png,Desktop,42,laptop,8.5,8,10,9,7,lifestyle,False,The product is placed on a light wood-grain surface against a solid teal background with a blurred green plant visible on the right.
bg60k,50982.png,card reader,42,laptop,7.75,6,10,8,7,lifestyle,False,"The product is placed on a marble-patterned surface with a laptop, phone, and other accessories surrounding it."
bg60k,18646.png,cooling fan,42,laptop,6.0,6,3,9,6,lifestyle,False,The watermark significantly detracts from the image's professional appearance.
bg60k,34045.png,Laptop accessories,42,laptop,8.5,9,10,8,7,plain,False,"The product is set on a plain white surface, likely a desk, with a blurred keyboard and mouse in the background."
bg60k,22124.png,graphics card,42,laptop,9.25,10,10,9,8,plain,False,The product is set against a gradient grey background with subtle highlights and shadows.
bg60k,16455.png,monitor,42,laptop,5.5,8,1,9,4,plain,False,"The image is heavily marred by multiple text overlays in different languages, significantly reducing purchase confidence."
bg60k,1850.png,monitor,42,laptop,8.5,7,10,9,8,lifestyle,False,"The monitor is placed on a light-coloured wood-grain surface with a blurred, light-coloured wall and foliage in the background."
bg60k,37330.png,notebook,42,laptop,8.75,8,10,9,8,lifestyle,False,"The product is set on a white surface with a softly blurred, pastel-toned abstract background featuring vases and decorative objects."
bg60k,25237.png,airplane model,42,laptop,7.75,10,5,9,7,plain,False,"The product is set against a plain, light grey background."
bg60k,22976.png,laptop bag,42,laptop,8.5,9,10,8,7,plain,False,"The product is set against a gradient grey background, transitioning from lighter to darker shades."
bg60k,29348.png,Instrumentation,42,laptop,8.75,9,10,9,7,plain,False,"The background is a black surface covered in water droplets, creating a wet or rainy effect."
bg60k,63122.png,UPS power supply,42,laptop,5.5,6,2,8,6,lifestyle,False,The large watermark significantly detracts from the product's presentation.
bg60k,11955.png,Game peripherals,42,laptop,6.5,8,3,9,6,plain,False,The large text overlay on the product packaging detracts from the image's professional appearance.
bg60k,23639.png,File management,42,laptop,7.75,7,10,8,7,lifestyle,False,"The product is set against a light blue background with some styled props including a picture frame, a small red car, and some greenery."
bg60k,23640.png,File management,42,laptop,7.75,6,10,8,7,lifestyle,False,The product is set against a solid light blue background with some decorative foliage and small props like a picture frame and toy car.
bg60k,23294.png,monitor,42,laptop,6.25,3,10,8,6,cluttered,True,The cluttered conference room background distracts from the product and doesn't showcase it in an appealing way.
bg60k,56682.png,laptop bag,42,laptop,9.0,9,10,9,8,plain,False,"The background features a blurred, abstract cityscape with a gradient from light grey to white, and the product is placed on a white cube."
bg60k,7962.png,notebook,42,laptop,5.25,6,2,8,5,lifestyle,False,The large text overlay on the laptop screen significantly detracts from the product's presentation.
bg60k,17899.png,assembling computer,42,laptop,9.0,9,10,9,8,plain,False,The product is set against a gradient purple and black background with blurred RGB lighting effects.
bg60k,9534.png,monitor,42,laptop,9.25,10,10,9,8,plain,False,The product is set against a plain white gradient background with subtle panel lines.
bg60k,37497.png,cooler box,42,laptop,5.5,6,2,8,6,lifestyle,False,The large text overlay on the cooler significantly detracts from the image's professional appearance.
bg60k,16519.png,Barcode scanning,42,laptop,6.5,10,1,9,6,plain,False,The prominent watermarks and logos on the product itself significantly detract from its commercial appeal.
bg60k,39842.png,docking station,42,laptop,7.75,10,5,9,7,plain,False,The product is displayed on a white platform against a solid light blue gradient background.
bg60k,24581.png,Energy storage or outdoor power supply,42,laptop,5.75,7,1,9,6,lifestyle,False,"The image is significantly detracted by the large, intrusive text overlay."
bg60k,37831.png,monitor,42,laptop,7.75,7,8,9,7,plain,False,The background is a dark gradient with radial light bursts emanating from behind the monitor.
bg60k,1795.png,cooling fan,42,laptop,8.25,7,10,9,7,lifestyle,False,"The product is set against a digitally created backdrop of icy mountains, water, and icebergs, suggesting a cold environment."
bg60k,45269.png,Tablet accessories,42,laptop,8.5,10,10,8,6,plain,False,"The background is a very light grey, almost white, and appears to be a seamless studio backdrop."
bg60k,35975.png,docking station,42,laptop,9.25,10,10,9,8,plain,False,"The product is set against a plain, light grey background."
bg60k,23963.png,second hand notebook,42,laptop,9.0,9,10,9,8,plain,False,"The product is set against a gradient grey background with a reflective surface below, creating a mirrored effect."
bg60k,5079.png,printer,42,laptop,8.5,7,10,9,8,lifestyle,False,The product is placed on a marble-effect surface with a blurred green plant visible in the background.
bg60k,56713.png,File management,42,laptop,7.5,6,10,8,6,lifestyle,False,The product is placed on a light-colored surface with various stationary items and geometric shapes surrounding it.
bg60k,17737.png,Instrumentation,42,laptop,8.5,10,10,8,6,plain,False,"The product is set against a seamless, light grey background."
bg60k,26116.png,monitor,42,laptop,5.75,10,1,8,4,plain,False,"The desktop screen displayed on the monitor is distracting and unprofessional, reducing purchase confidence."
bg60k,37852.png,Chassis,42,laptop,8.5,9,10,8,7,plain,False,"The product is placed on a wooden surface against a plain, light-grey wall."
bg60k,60817.png,File management,42,laptop,8.25,9,10,8,6,plain,False,"The background is a light grey surface with a subtle texture, appearing to be a tabletop or studio backdrop."
bg60k,41437.png,monitor,42,laptop,9.25,10,10,9,8,plain,False,The product is set against a gradient blue background.
bg60k,9618.png,notebook,42,laptop,8.5,8,10,9,7,lifestyle,False,The background features a gradient blue sky transitioning to a landscape with Mount Fuji and a lakeside town.
bg60k,2713.png,monitor,42,laptop,8.75,8,10,9,8,lifestyle,False,"The background is a colourful, abstract swirl of orange, white, and purple hues."
bg60k,43044.png,Online game peripherals,42,laptop,8.75,10,10,9,6,plain,False,The product is set against a plain white background with a blue border.
bg60k,8546.png,monitor,42,laptop,8.5,8,10,9,7,plain,False,"The product is set against a dark, textured background with diagonal lines and a light grey circular platform."
